id	instrument	family	technique	pitch	dynamic	dynamic_num	spectral_center	spectral_complexity	spectral_spread	duration	absolute_intensity
Tbn+S-ord-C#4-mf	11_Trombone-straight	Brass	ordinario	61	mf	5	588.36	0.0	196.79	0.0	1.5777
Tbn+S-ord-C3-mf	11_Trombone-straight	Brass	ordinario	48	mf	5	608.43	3e-05	225.94	0.0	1.5359
Tbn+S-ord-C4-mf	11_Trombone-straight	Brass	ordinario	60	mf	5	543.92	0.0	202.47	0.0	1.7037
Tbn+S-ord-D#3-mf	11_Trombone-straight	Brass	ordinario	51	mf	5	599.03	2e-05	223.64	0.0	1.5943
Tbn+S-ord-D#4-mf	11_Trombone-straight	Brass	ordinario	63	mf	5	622.18	0.0	162.81	0.0	1.4207
Tbn+S-ord-D3-mf	11_Trombone-straight	Brass	ordinario	50	mf	5	589.52	3e-05	250.63	0.0	1.3266
Tbn+S-ord-D4-mf	11_Trombone-straight	Brass	ordinario	62	mf	5	601.55	1e-05	188.29	0.0	1.4986
Tbn+S-ord-E2-mf	11_Trombone-straight	Brass	ordinario	40	mf	5	305.39	2e-05	244.44	0.0	1.8778
Tbn+S-ord-E3-mf	11_Trombone-straight	Brass	ordinario	52	mf	5	612.8	1e-05	183.67	0.0	1.5391
Tbn+S-ord-E4-mf	11_Trombone-straight	Brass	ordinario	64	mf	5	650.26	1e-05	120.53	0.0	1.4872
Tbn+S-ord-F#2-mf	11_Trombone-straight	Brass	ordinario	42	mf	5	510.69	4e-05	226.36	0.0	1.7732
Tbn+S-ord-F#3-mf	11_Trombone-straight	Brass	ordinario	54	mf	5	555.92	1e-05	255.05	0.0	1.5404
Tbn+S-ord-F#4-mf	11_Trombone-straight	Brass	ordinario	66	mf	5	520.66	2e-05	337.64	0.0	1.6876
Tbn+S-ord-F2-mf	11_Trombone-straight	Brass	ordinario	41	mf	5	402.74	3e-05	249.7	0.0	1.6537
Tbn+S-ord-F3-mf	11_Trombone-straight	Brass	ordinario	53	mf	5	637.84	2e-05	291.11	0.0	1.5481
Tbn+S-ord-F4-mf	11_Trombone-straight	Brass	ordinario	65	mf	5	715.37	1e-05	266.86	0.0	1.495
Tbn+S-ord-G#2-mf	11_Trombone-straight	Brass	ordinario	44	mf	5	527.75	7e-05	221.46	0.0	1.5999
Tbn+S-ord-G#3-mf	11_Trombone-straight	Brass	ordinario	56	mf	5	521.11	1e-05	218.93	0.0	1.7453
Tbn+S-ord-G#4-mf	11_Trombone-straight	Brass	ordinario	68	mf	5	619.52	1e-05	377.8	0.0	1.7225
Tbn+S-ord-G2-mf	11_Trombone-straight	Brass	ordinario	43	mf	5	523.53	4e-05	206.14	0.0	1.3618
Tbn+S-ord-G3-mf	11_Trombone-straight	Brass	ordinario	55	mf	5	546.99	1e-05	223.07	0.0	1.7373
Tbn+S-ord-G4-mf	11_Trombone-straight	Brass	ordinario	67	mf	5	571.36	2e-05	230.89	0.0	1.715
Tbn+W-closed_to_open-A#2-mf	12_Trombone-wah	Brass	closed-to-open	46	mf	5	654.61	3e-05	221.66	0.0	1.2974
Tbn+W-closed_to_open-A#3-mf	12_Trombone-wah	Brass	closed-to-open	58	mf	5	633.01	1e-05	158.5	0.0	1.2533
Tbn+W-closed_to_open-A#4-mf	12_Trombone-wah	Brass	closed-to-open	70	mf	5	932.32	1e-05	159.15	0.0	1.6207
Tbn+W-closed_to_open-A2-mf	12_Trombone-wah	Brass	closed-to-open	45	mf	5	609.14	1e-05	188.04	0.0	1.4805
Tbn+W-closed_to_open-A3-mf	12_Trombone-wah	Brass	closed-to-open	57	mf	5	751.78	1e-05	198.55	0.0	1.2407
Tbn+W-closed_to_open-A4-mf	12_Trombone-wah	Brass	closed-to-open	69	mf	5	898.89	1e-05	179.95	0.0	1.5325
Tbn+W-closed_to_open-B2-mf	12_Trombone-wah	Brass	closed-to-open	47	mf	5	591.67	3e-05	209.47	0.0	1.6703
Tbn+W-closed_to_open-B3-mf	12_Trombone-wah	Brass	closed-to-open	59	mf	5	603.82	1e-05	141.88	0.0	1.0729
Tbn+W-closed_to_open-C#3-mf	12_Trombone-wah	Brass	closed-to-open	49	mf	5	559.9	3e-05	166.51	0.0	1.5835
Tbn+W-closed_to_open-C#4-mf	12_Trombone-wah	Brass	closed-to-open	61	mf	5	785.07	1e-05	145.34	0.0	1.0813
Tbn+W-closed_to_open-C3-mf	12_Trombone-wah	Brass	closed-to-open	48	mf	5	560.17	2e-05	194.61	0.0	1.652
Tbn+W-closed_to_open-C4-mf	12_Trombone-wah	Brass	closed-to-open	60	mf	5	661.79	0.0	156.28	0.0	0.9645
Tbn+W-closed_to_open-D#3-mf	12_Trombone-wah	Brass	closed-to-open	51	mf	5	724.43	1e-05	224.79	0.0	1.302
Tbn+W-closed_to_open-D#4-mf	12_Trombone-wah	Brass	closed-to-open	63	mf	5	897.12	1e-05	136.91	0.0	1.4162
Tbn+W-closed_to_open-D3-mf	12_Trombone-wah	Brass	closed-to-open	50	mf	5	721.26	1e-05	183.48	0.0	1.3269
Tbn+W-closed_to_open-D4-mf	12_Trombone-wah	Brass	closed-to-open	62	mf	5	806.09	1e-05	157.26	0.0	1.4049
Tbn+W-closed_to_open-E2-mf	12_Trombone-wah	Brass	closed-to-open	40	mf	5	530.35	4e-05	320.95	0.0	1.5192
Tbn+W-closed_to_open-E3-mf	12_Trombone-wah	Brass	closed-to-open	52	mf	5	796.66	2e-05	192.89	0.0	1.3342
Tbn+W-closed_to_open-E4-mf	12_Trombone-wah	Brass	closed-to-open	64	mf	5	766.32	1e-05	162.39	0.0	1.1578
Tbn+W-closed_to_open-F#2-mf	12_Trombone-wah	Brass	closed-to-open	42	mf	5	530.58	3e-05	269.0	0.0	1.5919
Tbn+W-closed_to_open-F#3-mf	12_Trombone-wah	Brass	closed-to-open	54	mf	5	770.57	2e-05	177.18	0.0	1.145
Tbn+W-closed_to_open-F#4-mf	12_Trombone-wah	Brass	closed-to-open	66	mf	5	756.84	0.0	94.02	0.0	1.2235
Tbn+W-closed_to_open-F2-mf	12_Trombone-wah	Brass	closed-to-open	41	mf	5	609.45	2e-05	239.33	0.0	1.3623
Tbn+W-closed_to_open-F3-mf	12_Trombone-wah	Brass	closed-to-open	53	mf	5	713.98	1e-05	184.88	0.0	1.1258
Tbn+W-closed_to_open-F4-mf	12_Trombone-wah	Brass	closed-to-open	65	mf	5	711.59	1e-05	70.02	0.0	1.1762
Tbn+W-closed_to_open-G#2-mf	12_Trombone-wah	Brass	closed-to-open	44	mf	5	502.37	3e-05	236.05	0.0	1.5743
Tbn+W-closed_to_open-G#3-mf	12_Trombone-wah	Brass	closed-to-open	56	mf	5	823.33	2e-05	205.17	0.0	1.3639
Tbn+W-closed_to_open-G#4-mf	12_Trombone-wah	Brass	closed-to-open	68	mf	5	837.85	0.0	137.94	0.0	1.3915
Tbn+W-closed_to_open-G2-mf	12_Trombone-wah	Brass	closed-to-open	43	mf	5	473.54	4e-05	221.48	0.0	1.6276
Tbn+W-closed_to_open-G3-mf	12_Trombone-wah	Brass	closed-to-open	55	mf	5	805.98	1e-05	168.49	0.0	1.1622
Tbn+W-closed_to_open-G4-mf	12_Trombone-wah	Brass	closed-to-open	67	mf	5	795.92	0.0	106.36	0.0	1.1721
Tbn+W-flatt_closed-A#2-mf	12_Trombone-wah	Brass	flatterzunge-closed	46	mf	5	421.87	0.00015	178.18	0.0	2.6178
Tbn+W-flatt_closed-A#3-mf	12_Trombone-wah	Brass	flatterzunge-closed	58	mf	5	430.62	0.00201	431.29	0.0	3.2441
Tbn+W-flatt_closed-A#4-mf	12_Trombone-wah	Brass	flatterzunge-closed	70	mf	5	1300.79	0.0041	540.75	0.0	2.6707
Tbn+W-flatt_closed-A2-mf	12_Trombone-wah	Brass	flatterzunge-closed	45	mf	5	374.1	0.00092	309.54	0.0	2.3956
Tbn+W-flatt_closed-A3-mf	12_Trombone-wah	Brass	flatterzunge-closed	57	mf	5	461.24	0.00051	267.63	0.0	1.751
Tbn+W-flatt_closed-A4-mf	12_Trombone-wah	Brass	flatterzunge-closed	69	mf	5	737.62	0.00468	473.83	0.0	2.3064
Tbn+W-flatt_closed-B2-mf	12_Trombone-wah	Brass	flatterzunge-closed	47	mf	5	308.56	0.00075	234.58	0.0	2.3094
Tbn+W-flatt_closed-B3-mf	12_Trombone-wah	Brass	flatterzunge-closed	59	mf	5	582.73	0.00099	346.24	0.0	2.5844
Tbn+W-flatt_closed-C#3-mf	12_Trombone-wah	Brass	flatterzunge-closed	49	mf	5	404.31	0.0003	247.85	0.0	2.5539
Tbn+W-flatt_closed-C#4-mf	12_Trombone-wah	Brass	flatterzunge-closed	61	mf	5	733.8	0.00318	478.93	0.0	3.0648
Tbn+W-flatt_closed-C3-mf	12_Trombone-wah	Brass	flatterzunge-closed	48	mf	5	397.03	0.00019	202.8	0.0	2.0831
Tbn+W-flatt_closed-C4-mf	12_Trombone-wah	Brass	flatterzunge-closed	60	mf	5	511.56	0.00391	503.79	0.0	2.059
Tbn+W-flatt_closed-D#3-mf	12_Trombone-wah	Brass	flatterzunge-closed	51	mf	5	414.29	0.00044	313.73	0.0	2.8922
Tbn+W-flatt_closed-D#4-mf	12_Trombone-wah	Brass	flatterzunge-closed	63	mf	5	390.18	0.00067	282.35	0.0	2.1874
Tbn+W-flatt_closed-D3-mf	12_Trombone-wah	Brass	flatterzunge-closed	50	mf	5	417.02	0.00012	161.73	0.0	2.3909
Tbn+W-flatt_closed-D4-mf	12_Trombone-wah	Brass	flatterzunge-closed	62	mf	5	712.05	0.00165	447.94	0.0	3.3699
Tbn+W-flatt_closed-E2-mf	12_Trombone-wah	Brass	flatterzunge-closed	40	mf	5	418.88	8e-05	183.7	0.0	1.8971
Tbn+W-flatt_closed-E3-mf	12_Trombone-wah	Brass	flatterzunge-closed	52	mf	5	495.23	0.00011	177.95	0.0	2.1312
Tbn+W-flatt_closed-E4-mf	12_Trombone-wah	Brass	flatterzunge-closed	64	mf	5	386.95	0.00116	235.42	0.0	1.9861
Tbn+W-flatt_closed-F#2-mf	12_Trombone-wah	Brass	flatterzunge-closed	42	mf	5	373.17	0.00013	213.58	0.0	1.9225
Tbn+W-flatt_closed-F#3-mf	12_Trombone-wah	Brass	flatterzunge-closed	54	mf	5	618.97	0.00124	391.33	0.0	2.9868
Tbn+W-flatt_closed-F#4-mf	12_Trombone-wah	Brass	flatterzunge-closed	66	mf	5	638.32	0.00146	469.13	0.0	2.8853
Tbn+W-flatt_closed-F2-mf	12_Trombone-wah	Brass	flatterzunge-closed	41	mf	5	549.35	0.00014	231.31	0.0	1.7127
Tbn+W-flatt_closed-F3-mf	12_Trombone-wah	Brass	flatterzunge-closed	53	mf	5	493.03	0.00061	377.97	0.0	3.1523
Tbn+W-flatt_closed-F4-mf	12_Trombone-wah	Brass	flatterzunge-closed	65	mf	5	587.23	0.00079	353.85	0.0	2.489
Tbn+W-flatt_closed-G#2-mf	12_Trombone-wah	Brass	flatterzunge-closed	44	mf	5	265.93	0.00057	194.71	0.0	2.0885
Tbn+W-flatt_closed-G#3-mf	12_Trombone-wah	Brass	flatterzunge-closed	56	mf	5	518.1	0.00092	341.47	0.0	2.2357
Tbn+W-flatt_closed-G#4-mf	12_Trombone-wah	Brass	flatterzunge-closed	68	mf	5	937.71	0.00418	538.76	0.0	2.5204
Tbn+W-flatt_closed-G2-mf	12_Trombone-wah	Brass	flatterzunge-closed	43	mf	5	364.02	0.00034	248.26	0.0	2.4446
Tbn+W-flatt_closed-G3-mf	12_Trombone-wah	Brass	flatterzunge-closed	55	mf	5	655.94	0.00312	505.03	0.0	2.7628
Tbn+W-flatt_closed-G4-mf	12_Trombone-wah	Brass	flatterzunge-closed	67	mf	5	673.45	0.00087	447.19	0.0	2.2025
Tbn+W-flatt_open-A#2-mf	12_Trombone-wah	Brass	flatterzunge-open	46	mf	5	674.44	0.00104	367.97	0.0	1.5972
Tbn+W-flatt_open-A#3-mf	12_Trombone-wah	Brass	flatterzunge-open	58	mf	5	614.68	0.00022	351.05	0.0	1.4433
Tbn+W-flatt_open-A#4-mf	12_Trombone-wah	Brass	flatterzunge-open	70	mf	5	946.71	0.00015	397.73	0.0	1.8478
Tbn+W-flatt_open-A2-mf	12_Trombone-wah	Brass	flatterzunge-open	45	mf	5	756.92	0.00084	413.29	0.0	1.0208
Tbn+W-flatt_open-A3-mf	12_Trombone-wah	Brass	flatterzunge-open	57	mf	5	528.34	0.00036	349.09	0.0	1.8479
Tbn+W-flatt_open-A4-mf	12_Trombone-wah	Brass	flatterzunge-open	69	mf	5	896.48	0.00019	348.19	0.0	2.1264
Tbn+W-flatt_open-B2-mf	12_Trombone-wah	Brass	flatterzunge-open	47	mf	5	582.27	0.00041	358.44	0.0	1.2033
Tbn+W-flatt_open-B3-mf	12_Trombone-wah	Brass	flatterzunge-open	59	mf	5	767.82	0.00027	387.02	0.0	1.495
Tbn+W-flatt_open-C#3-mf	12_Trombone-wah	Brass	flatterzunge-open	49	mf	5	716.4	0.00066	405.46	0.0	1.55
Tbn+W-flatt_open-C#4-mf	12_Trombone-wah	Brass	flatterzunge-open	61	mf	5	832.12	0.00022	363.12	0.0	1.4011
Tbn+W-flatt_open-C3-mf	12_Trombone-wah	Brass	flatterzunge-open	48	mf	5	760.0	0.00062	436.14	0.0	1.2835
Tbn+W-flatt_open-C4-mf	12_Trombone-wah	Brass	flatterzunge-open	60	mf	5	852.54	0.00029	423.28	0.0	2.2019
Tbn+W-flatt_open-D#3-mf	12_Trombone-wah	Brass	flatterzunge-open	51	mf	5	783.67	0.00078	421.88	0.0	1.4613
Tbn+W-flatt_open-D#4-mf	12_Trombone-wah	Brass	flatterzunge-open	63	mf	5	895.24	0.00013	323.3	0.0	2.02
Tbn+W-flatt_open-D3-mf	12_Trombone-wah	Brass	flatterzunge-open	50	mf	5	710.78	0.00057	369.78	0.0	1.4772
Tbn+W-flatt_open-D4-mf	12_Trombone-wah	Brass	flatterzunge-open	62	mf	5	904.91	0.00011	321.51	0.0	1.7573
Tbn+W-flatt_open-E2-mf	12_Trombone-wah	Brass	flatterzunge-open	40	mf	5	439.08	0.00054	417.62	0.0	1.9036
Tbn+W-flatt_open-E3-mf	12_Trombone-wah	Brass	flatterzunge-open	52	mf	5	740.9	0.00051	394.1	0.0	2.1549
Tbn+W-flatt_open-E4-mf	12_Trombone-wah	Brass	flatterzunge-open	64	mf	5	899.74	0.00017	330.39	0.0	1.3804
Tbn+W-flatt_open-F#2-mf	12_Trombone-wah	Brass	flatterzunge-open	42	mf	5	610.79	0.00071	398.62	0.0	1.4347
Tbn+W-flatt_open-F#3-mf	12_Trombone-wah	Brass	flatterzunge-open	54	mf	5	867.94	0.00085	453.28	0.0	1.5946
Tbn+W-flatt_open-F#4-mf	12_Trombone-wah	Brass	flatterzunge-open	66	mf	5	824.62	0.00018	354.58	0.0	2.1345
Tbn+W-flatt_open-F2-mf	12_Trombone-wah	Brass	flatterzunge-open	41	mf	5	520.51	0.00056	382.16	0.0	1.782
Tbn+W-flatt_open-F3-mf	12_Trombone-wah	Brass	flatterzunge-open	53	mf	5	857.11	0.00073	420.33	0.0	1.8568
Tbn+W-flatt_open-F4-mf	12_Trombone-wah	Brass	flatterzunge-open	65	mf	5	903.54	0.00012	323.79	0.0	1.2557
Tbn+W-flatt_open-G#2-mf	12_Trombone-wah	Brass	flatterzunge-open	44	mf	5	644.24	0.00069	392.09	0.0	1.4767
Tbn+W-flatt_open-G#3-mf	12_Trombone-wah	Brass	flatterzunge-open	56	mf	5	731.63	0.00054	464.42	0.0	2.6488
Tbn+W-flatt_open-G#4-mf	12_Trombone-wah	Brass	flatterzunge-open	68	mf	5	839.74	0.00024	368.02	0.0	1.7726
Tbn+W-flatt_open-G2-mf	12_Trombone-wah	Brass	flatterzunge-open	43	mf	5	674.71	0.00089	370.44	0.0	1.3874
Tbn+W-flatt_open-G3-mf	12_Trombone-wah	Brass	flatterzunge-open	55	mf	5	797.05	0.00061	478.81	0.0	1.4946
Tbn+W-flatt_open-G4-mf	12_Trombone-wah	Brass	flatterzunge-open	67	mf	5	848.04	0.00012	359.84	0.0	2.3143
Tbn+W-open_to_closed-A#2-mf	12_Trombone-wah	Brass	open-to-closed	46	mf	5	774.49	3e-05	223.03	0.0	0.6042
Tbn+W-open_to_closed-A#3-mf	12_Trombone-wah	Brass	open-to-closed	58	mf	5	716.77	1e-05	144.9	0.0	0.5942
Tbn+W-open_to_closed-A#4-mf	12_Trombone-wah	Brass	open-to-closed	70	mf	5	924.67	2e-05	172.26	0.0	2.0154
Tbn+W-open_to_closed-A2-mf	12_Trombone-wah	Brass	open-to-closed	45	mf	5	691.4	5e-05	280.02	0.0	0.6226
Tbn+W-open_to_closed-A3-mf	12_Trombone-wah	Brass	open-to-closed	57	mf	5	756.17	1e-05	168.95	0.0	0.5817
Tbn+W-open_to_closed-A4-mf	12_Trombone-wah	Brass	open-to-closed	69	mf	5	871.65	0.0	126.64	0.0	1.8821
Tbn+W-open_to_closed-B2-mf	12_Trombone-wah	Brass	open-to-closed	47	mf	5	735.58	2e-05	218.91	0.0	0.648
Tbn+W-open_to_closed-B3-mf	12_Trombone-wah	Brass	open-to-closed	59	mf	5	709.71	1e-05	115.94	0.0	0.547
Tbn+W-open_to_closed-C#3-mf	12_Trombone-wah	Brass	open-to-closed	49	mf	5	778.58	3e-05	234.82	0.0	0.8282
Tbn+W-open_to_closed-C#4-mf	12_Trombone-wah	Brass	open-to-closed	61	mf	5	819.34	1e-05	100.98	0.0	0.5365
Tbn+W-open_to_closed-C3-mf	12_Trombone-wah	Brass	open-to-closed	48	mf	5	778.8	5e-05	238.96	0.0	0.8883
Tbn+W-open_to_closed-C4-mf	12_Trombone-wah	Brass	open-to-closed	60	mf	5	767.03	1e-05	150.1	0.0	0.5204
Tbn+W-open_to_closed-D#3-mf	12_Trombone-wah	Brass	open-to-closed	51	mf	5	902.65	2e-05	222.76	0.0	0.8477
Tbn+W-open_to_closed-D#4-mf	12_Trombone-wah	Brass	open-to-closed	63	mf	5	914.19	0.0	113.19	0.0	0.5492
Tbn+W-open_to_closed-D3-mf	12_Trombone-wah	Brass	open-to-closed	50	mf	5	780.77	2e-05	207.93	0.0	0.6808
Tbn+W-open_to_closed-D4-mf	12_Trombone-wah	Brass	open-to-closed	62	mf	5	871.37	1e-05	117.2	0.0	0.7634
Tbn+W-open_to_closed-E2-mf	12_Trombone-wah	Brass	open-to-closed	40	mf	5	692.25	7e-05	328.92	0.0	0.7256
Tbn+W-open_to_closed-E3-mf	12_Trombone-wah	Brass	open-to-closed	52	mf	5	783.99	1e-05	189.01	0.0	0.8335
Tbn+W-open_to_closed-E4-mf	12_Trombone-wah	Brass	open-to-closed	64	mf	5	696.05	0.0	110.56	0.0	0.5426
Tbn+W-open_to_closed-F#2-mf	12_Trombone-wah	Brass	open-to-closed	42	mf	5	673.42	4e-05	308.76	0.0	0.6823
Tbn+W-open_to_closed-F#3-mf	12_Trombone-wah	Brass	open-to-closed	54	mf	5	855.48	1e-05	173.65	0.0	0.9423
Tbn+W-open_to_closed-F#4-mf	12_Trombone-wah	Brass	open-to-closed	66	mf	5	763.98	0.0	122.39	0.0	1.0221
Tbn+W-open_to_closed-F2-mf	12_Trombone-wah	Brass	open-to-closed	41	mf	5	653.55	4e-05	291.09	0.0	0.7008
Tbn+W-open_to_closed-F3-mf	12_Trombone-wah	Brass	open-to-closed	53	mf	5	795.89	1e-05	175.23	0.0	1.0583
Tbn+W-open_to_closed-F4-mf	12_Trombone-wah	Brass	open-to-closed	65	mf	5	719.57	0.0	86.87	0.0	0.817
Tbn+W-open_to_closed-G#2-mf	12_Trombone-wah	Brass	open-to-closed	44	mf	5	591.39	0.00013	308.55	0.0	0.3963
Tbn+W-open_to_closed-G#3-mf	12_Trombone-wah	Brass	open-to-closed	56	mf	5	854.92	2e-05	232.45	0.0	0.6936
Tbn+W-open_to_closed-G#4-mf	12_Trombone-wah	Brass	open-to-closed	68	mf	5	835.08	0.0	125.47	0.0	1.3237
Tbn+W-open_to_closed-G2-mf	12_Trombone-wah	Brass	open-to-closed	43	mf	5	668.57	6e-05	264.95	0.0	0.6334
Tbn+W-open_to_closed-G3-mf	12_Trombone-wah	Brass	open-to-closed	55	mf	5	825.27	1e-05	154.27	0.0	0.7073
Tbn+W-open_to_closed-G4-mf	12_Trombone-wah	Brass	open-to-closed	67	mf	5	789.0	0.0	102.63	0.0	1.2255
Tbn+W-ord_closed-A#2-mf	12_Trombone-wah	Brass	ordinario-closed	46	mf	5	442.45	2e-05	139.35	0.0	1.9475
Tbn+W-ord_closed-A#3-mf	12_Trombone-wah	Brass	ordinario-closed	58	mf	5	368.16	0.00018	233.11	0.0	1.7224
Tbn+W-ord_closed-A#4-mf	12_Trombone-wah	Brass	ordinario-closed	70	mf	5	1205.32	0.00525	509.43	0.0	2.1917
Tbn+W-ord_closed-A2-mf	12_Trombone-wah	Brass	ordinario-closed	45	mf	5	348.32	6e-05	188.54	0.0	2.153
Tbn+W-ord_closed-A3-mf	12_Trombone-wah	Brass	ordinario-closed	57	mf	5	450.91	0.00017	249.69	0.0	1.7359
Tbn+W-ord_closed-A4-mf	12_Trombone-wah	Brass	ordinario-closed	69	mf	5	940.86	0.00066	368.65	0.0	1.8132
Tbn+W-ord_closed-B2-mf	12_Trombone-wah	Brass	ordinario-closed	47	mf	5	348.59	9e-05	192.87	0.0	2.2002
Tbn+W-ord_closed-B3-mf	12_Trombone-wah	Brass	ordinario-closed	59	mf	5	436.16	0.00025	205.27	0.0	1.7606
Tbn+W-ord_closed-C#3-mf	12_Trombone-wah	Brass	ordinario-closed	49	mf	5	417.3	4e-05	193.39	0.0	1.9607
Tbn+W-ord_closed-C#4-mf	12_Trombone-wah	Brass	ordinario-closed	61	mf	5	543.61	0.00029	296.8	0.0	1.5314
Tbn+W-ord_closed-C3-mf	12_Trombone-wah	Brass	ordinario-closed	48	mf	5	333.63	5e-05	172.28	0.0	2.1641
Tbn+W-ord_closed-C4-mf	12_Trombone-wah	Brass	ordinario-closed	60	mf	5	393.21	0.00035	249.86	0.0	1.4344
Tbn+W-ord_closed-D#3-mf	12_Trombone-wah	Brass	ordinario-closed	51	mf	5	378.42	9e-05	235.59	0.0	1.9289
Tbn+W-ord_closed-D#4-mf	12_Trombone-wah	Brass	ordinario-closed	63	mf	5	386.08	0.00017	218.27	0.0	1.7207
Tbn+W-ord_closed-D3-mf	12_Trombone-wah	Brass	ordinario-closed	50	mf	5	433.85	1e-05	116.86	0.0	2.0686
Tbn+W-ord_closed-D4-mf	12_Trombone-wah	Brass	ordinario-closed	62	mf	5	541.2	5e-05	237.81	0.0	2.1361
Tbn+W-ord_closed-E2-mf	12_Trombone-wah	Brass	ordinario-closed	40	mf	5	355.37	4e-05	202.06	0.0	1.6458
Tbn+W-ord_closed-E3-mf	12_Trombone-wah	Brass	ordinario-closed	52	mf	5	501.17	1e-05	109.13	0.0	1.7023
Tbn+W-ord_closed-E4-mf	12_Trombone-wah	Brass	ordinario-closed	64	mf	5	368.19	0.00036	172.68	0.0	1.702
Tbn+W-ord_closed-F#2-mf	12_Trombone-wah	Brass	ordinario-closed	42	mf	5	331.62	6e-05	219.16	0.0	2.1329
Tbn+W-ord_closed-F#3-mf	12_Trombone-wah	Brass	ordinario-closed	54	mf	5	568.06	6e-05	219.01	0.0	2.1482
Tbn+W-ord_closed-F#4-mf	12_Trombone-wah	Brass	ordinario-closed	66	mf	5	524.68	0.00026	304.24	0.0	1.9285
Tbn+W-ord_closed-F2-mf	12_Trombone-wah	Brass	ordinario-closed	41	mf	5	275.57	0.00222	325.12	0.0	2.9198
Tbn+W-ord_closed-F3-mf	12_Trombone-wah	Brass	ordinario-closed	53	mf	5	544.15	4e-05	212.74	0.0	1.9923
Tbn+W-ord_closed-F4-mf	12_Trombone-wah	Brass	ordinario-closed	65	mf	5	508.09	0.00013	269.05	0.0	1.9546
Tbn+W-ord_closed-G#2-mf	12_Trombone-wah	Brass	ordinario-closed	44	mf	5	258.19	7e-05	172.91	0.0	2.0081
Tbn+W-ord_closed-G#3-mf	12_Trombone-wah	Brass	ordinario-closed	56	mf	5	447.23	0.0001	181.78	0.0	1.6042
Tbn+W-ord_closed-G#4-mf	12_Trombone-wah	Brass	ordinario-closed	68	mf	5	825.67	0.00109	448.53	0.0	1.5194
Tbn+W-ord_closed-G2-mf	12_Trombone-wah	Brass	ordinario-closed	43	mf	5	432.42	5e-05	168.91	0.0	1.6165
Tbn+W-ord_closed-G3-mf	12_Trombone-wah	Brass	ordinario-closed	55	mf	5	576.75	0.00027	276.94	0.0	1.7066
Tbn+W-ord_closed-G4-mf	12_Trombone-wah	Brass	ordinario-closed	67	mf	5	527.78	0.00016	281.15	0.0	2.0404
Tbn+W-ord_open-A#2-mf	12_Trombone-wah	Brass	ordinario-open	46	mf	5	684.81	5e-05	309.36	0.0	1.6692
Tbn+W-ord_open-A#3-mf	12_Trombone-wah	Brass	ordinario-open	58	mf	5	501.92	1e-05	229.9	0.0	1.5526
Tbn+W-ord_open-A#4-mf	12_Trombone-wah	Brass	ordinario-open	70	mf	5	907.3	1e-05	343.43	0.0	1.6082
Tbn+W-ord_open-A2-mf	12_Trombone-wah	Brass	ordinario-open	45	mf	5	559.64	4e-05	297.92	0.0	1.7543
Tbn+W-ord_open-A3-mf	12_Trombone-wah	Brass	ordinario-open	57	mf	5	503.25	2e-05	269.47	0.0	1.4443
Tbn+W-ord_open-A4-mf	12_Trombone-wah	Brass	ordinario-open	69	mf	5	777.71	2e-05	293.36	0.0	1.5618
Tbn+W-ord_open-B2-mf	12_Trombone-wah	Brass	ordinario-open	47	mf	5	716.15	4e-05	339.4	0.0	1.5843
Tbn+W-ord_open-B3-mf	12_Trombone-wah	Brass	ordinario-open	59	mf	5	611.18	1e-05	263.23	0.0	1.4504
Tbn+W-ord_open-C#3-mf	12_Trombone-wah	Brass	ordinario-open	49	mf	5	649.83	3e-05	277.66	0.0	1.7019
Tbn+W-ord_open-C#4-mf	12_Trombone-wah	Brass	ordinario-open	61	mf	5	669.69	1e-05	261.7	0.0	1.7194
Tbn+W-ord_open-C3-mf	12_Trombone-wah	Brass	ordinario-open	48	mf	5	633.29	3e-05	304.28	0.0	1.6561
Tbn+W-ord_open-C4-mf	12_Trombone-wah	Brass	ordinario-open	60	mf	5	651.06	1e-05	311.49	0.0	1.5103
Tbn+W-ord_open-D#3-mf	12_Trombone-wah	Brass	ordinario-open	51	mf	5	631.31	2e-05	250.11	0.0	1.5604
Tbn+W-ord_open-D#4-mf	12_Trombone-wah	Brass	ordinario-open	63	mf	5	765.18	1e-05	251.17	0.0	1.5186
Tbn+W-ord_open-D3-mf	12_Trombone-wah	Brass	ordinario-open	50	mf	5	653.22	3e-05	269.91	0.0	1.4771
Tbn+W-ord_open-D4-mf	12_Trombone-wah	Brass	ordinario-open	62	mf	5	761.22	1e-05	258.15	0.0	1.6033
Tbn+W-ord_open-E2-mf	12_Trombone-wah	Brass	ordinario-open	40	mf	5	191.78	4e-05	213.87	0.0	2.197
Tbn+W-ord_open-E3-mf	12_Trombone-wah	Brass	ordinario-open	52	mf	5	666.11	3e-05	270.51	0.0	1.5744
Tbn+W-ord_open-E4-mf	12_Trombone-wah	Brass	ordinario-open	64	mf	5	781.89	1e-05	296.69	0.0	1.5953
Tbn+W-ord_open-F#2-mf	12_Trombone-wah	Brass	ordinario-open	42	mf	5	552.66	6e-05	346.83	0.0	1.5602
Tbn+W-ord_open-F#3-mf	12_Trombone-wah	Brass	ordinario-open	54	mf	5	799.47	2e-05	346.18	0.0	1.6956
Tbn+W-ord_open-F#4-mf	12_Trombone-wah	Brass	ordinario-open	66	mf	5	722.44	2e-05	289.48	0.0	1.8211
