id,instrument,family,x,y,pitch,dynamic,spectral_complexity,spectral_center,technique
Hn-flatt_to_ord-B2-f,01_Horn,Brass,6.2121615,7.3408265,47.0,f,8e-05,391.55,flatterzunge-to-ordinario
Hn-ord-F5-pp,01_Horn,Brass,12.807166,5.8554378,77.0,pp,1e-05,722.98,ordinario
Hn-ord_to_brassy-F5-f,01_Horn,Brass,5.4478545,6.0446143,77.0,f,0.00021,921.64,ordinario-to-brassy
Hn-ord-D#5-pp,01_Horn,Brass,12.797678,6.0395627,75.0,pp,0.0,623.44,ordinario
Hn-ord-E5-mf,01_Horn,Brass,-1.8648076,6.4612646,76.0,mf,1e-05,677.34,ordinario
Hn-brassy_to_ord-B4-f,01_Horn,Brass,6.062009,5.9468803,71.0,f,4e-05,562.19,brassy-to-ordinario
Hn-flatt-E4-ff,01_Horn,Brass,-6.6951895,-0.45497137,64.0,ff,0.00084,499.07,flatterzunge
Hn-decr-A2-ffpp,01_Horn,Brass,2.9344034,5.400634,45.0,mf,0.02836,832.62,decrescendo
Hn-ord-B3-pp,01_Horn,Brass,12.877142,8.00219,59.0,pp,0.0,314.93,ordinario
Hn-ord_to_brassy-G#2-f,01_Horn,Brass,2.9922488,5.5242786,44.0,f,0.01706,848.94,ordinario-to-brassy
Hn-cresc-A3-ppff,01_Horn,Brass,-1.2489086,8.548526,57.0,mf,0.00101,674.74,crescendo
Hn-flatt-G#3-pp,01_Horn,Brass,12.898767,8.192312,56.0,pp,3e-05,364.62,flatterzunge
Hn-trill_min2nd-G#4-mf,01_Horn,Brass,-2.9786,9.826613,68.0,mf,1e-05,436.89,trill-minor-second-up
Hn-flatt_to_ord-D5-f,01_Horn,Brass,5.9471636,5.755071,74.0,f,3e-05,590.34,flatterzunge-to-ordinario
Hn-ord-G#2-pp,01_Horn,Brass,12.790303,9.295375,44.0,pp,1e-05,318.25,ordinario
Hn-stopped_to_open-F#2-f,01_Horn,Brass,6.4395924,7.66901,42.0,f,1e-05,426.95,stopped-to-open
Hn-stopped-D#4-mf,01_Horn,Brass,-3.2748985,11.487978,63.0,mf,5e-05,340.02,stopped
Hn-stopped_to_open-C#5-f,01_Horn,Brass,5.9613237,5.78441,73.0,f,1e-05,555.51,stopped-to-open
Hn-cresc-E3-ppff,01_Horn,Brass,2.5311964,5.4020023,52.0,mf,0.01708,1096.55,crescendo
Hn-cresc-B1-ppff,01_Horn,Brass,0.35680476,19.391064,35.0,mf,0.00156,552.77,crescendo
Hn-brassy-F#3-ff,01_Horn,Brass,-6.437296,-0.78688276,54.0,ff,0.00652,914.1,brassy
Hn-ord_to_flatt-D#5-f,01_Horn,Brass,5.9522986,5.772179,75.0,f,1e-05,625.73,ordinario-to-flatterzunge
Hn-open_to_stopped-A#4-f,01_Horn,Brass,6.052914,5.911915,70.0,f,0.0,468.77,open-to-stopped
Hn-decr-D2-ffpp,01_Horn,Brass,0.6272607,14.753785,38.0,mf,0.00297,649.87,decrescendo
Hn-lasting_half_sec-G3-mf,01_Horn,Brass,-0.086413965,12.269614,55.0,mf,0.0,373.28,note-lasting
Hn-flatt_to_ord-C5-f,01_Horn,Brass,5.9657693,5.801451,72.0,f,1e-05,524.62,flatterzunge-to-ordinario
Hn-decr-F#2-ffpp,01_Horn,Brass,0.7075115,9.32595,42.0,mf,0.00761,792.28,decrescendo
Hn-ord-A2-ff,01_Horn,Brass,-8.103164,0.32358935,45.0,ff,0.0001,501.77,ordinario
Hn-ord-C3-mf,01_Horn,Brass,0.5860299,15.988245,48.0,mf,1e-05,336.2,ordinario
Hn-stacc-G3-mf,01_Horn,Brass,-0.11447672,12.95678,55.0,mf,0.00014,459.24,staccato
Hn-sfz-A3-f,01_Horn,Brass,6.4101424,6.398508,57.0,f,1e-05,540.04,sforzando
Hn-lasting_half_sec-A#4-mf,01_Horn,Brass,-3.4269567,9.006129,70.0,mf,0.0,474.98,note-lasting
Hn-slap-F#3-mf,01_Horn,Brass,-0.19837514,13.216937,54.0,mf,3e-05,418.8,slap-pitched
Hn-fortepiano-F2-fp,01_Horn,Brass,2.0982363,14.013114,41.0,mf,0.00307,623.6,fortepiano
Hn-ord_to_brassy-D3-f,01_Horn,Brass,2.988479,5.5767875,50.0,f,0.01733,997.52,ordinario-to-brassy
Hn-slap-D#2-mf,01_Horn,Brass,2.3741553,14.624101,39.0,mf,0.0001,491.75,slap-pitched
Hn-flatt-F#4-ff,01_Horn,Brass,-7.193027,-1.5688859,66.0,ff,0.0001,458.79,flatterzunge
Hn-ord-F4-pp,01_Horn,Brass,12.914798,7.0828037,65.0,pp,0.0,376.4,ordinario
Hn-sfz-C#2-f,01_Horn,Brass,6.310359,7.602722,37.0,f,0.00124,626.61,sforzando
Hn-stacc-D4-mf,01_Horn,Brass,-2.21995,10.370806,62.0,mf,1e-05,479.78,staccato
Hn-lasting_half_sec-D5-mf,01_Horn,Brass,-3.1452265,7.707176,74.0,mf,0.0,590.13,note-lasting
Hn-lasting_one_sec-F3-mf,01_Horn,Brass,-0.26197797,14.181859,53.0,mf,1e-05,374.14,note-lasting
Hn-sfz-C4-f,01_Horn,Brass,6.4192996,6.382118,60.0,f,1e-05,550.79,sforzando
Hn-open_to_stopped-D#2-f,01_Horn,Brass,6.523196,7.708113,39.0,f,1e-05,360.5,open-to-stopped
Hn-stopped_to_open-F4-f,01_Horn,Brass,6.171357,6.5373445,65.0,f,0.0,430.09,stopped-to-open
Hn-ord-A#4-ff,01_Horn,Brass,-6.210344,-1.7004766,70.0,ff,0.0,527.49,ordinario
Hn-flatt_to_ord-C#5-f,01_Horn,Brass,5.881873,5.7543273,73.0,f,2e-05,555.84,flatterzunge-to-ordinario
Hn-cresc-F#3-ppff,01_Horn,Brass,0.9369959,5.521774,54.0,mf,0.01286,1075.51,crescendo
Hn-stacc-D#3-mf,01_Horn,Brass,1.9966693,12.246357,51.0,mf,8e-05,524.44,staccato
Hn-trill_min2nd-G#2-mf,01_Horn,Brass,-0.79133016,17.42092,44.0,mf,9e-05,353.47,trill-minor-second-up
Hn-stopped-C3-mf,01_Horn,Brass,-0.08445277,15.974184,48.0,mf,0.0001,203.66,stopped
Hn-ord-E4-mf,01_Horn,Brass,-2.4618173,10.917755,64.0,mf,0.0,413.35,ordinario
Hn-ord_to_flatt-E4-f,01_Horn,Brass,6.130082,6.552526,64.0,f,2e-05,373.7,ordinario-to-flatterzunge
Hn-flatt-D#3-ff,01_Horn,Brass,-8.148198,-0.057426512,51.0,ff,0.00103,494.4,flatterzunge
Hn-ord_to_flatt-E5-f,01_Horn,Brass,5.9505267,5.770211,76.0,f,1e-05,662.23,ordinario-to-flatterzunge
Hn-cresc-D5-ppff,01_Horn,Brass,-2.5552125,5.9469504,74.0,mf,0.00029,755.74,crescendo
Hn-brassy_to_ord-D#2-f,01_Horn,Brass,6.514844,7.755273,39.0,f,0.00097,572.68,brassy-to-ordinario
Hn-slap-G#3-mf,01_Horn,Brass,0.12441579,12.047012,56.0,mf,2e-05,438.03,slap-pitched
Hn-flatt_stopped-F#2-mf,01_Horn,Brass,1.3329254,17.29995,42.0,mf,0.00048,145.68,flatterzunge-stopped
Hn-ord-G3-mf,01_Horn,Brass,0.102092534,12.075217,55.0,mf,1e-05,387.43,ordinario
Hn-flatt_to_ord-G4-f,01_Horn,Brass,6.052728,6.3895874,67.0,f,3e-05,456.22,flatterzunge-to-ordinario
Hn-ord_to_flatt-G2-f,01_Horn,Brass,6.2329836,7.495669,43.0,f,6e-05,409.52,ordinario-to-flatterzunge
Hn-brassy-D3-ff,01_Horn,Brass,-6.6445227,0.098293275,50.0,ff,0.01125,862.9,brassy
Hn-stacc-C#2-mf,01_Horn,Brass,0.5044598,19.015795,37.0,mf,0.00015,428.5,staccato
Hn-cresc_to_decr-C2-ppmfpp,01_Horn,Brass,0.80052304,18.38923,36.0,mf,2e-05,327.33,crescendo-to-decrescendo
Hn-lasting_one_sec-A3-mf,01_Horn,Brass,-0.09461918,12.089045,57.0,mf,0.0,478.37,note-lasting
Hn-fortepiano-F#4-fp,01_Horn,Brass,-4.5678167,10.357378,66.0,mf,2e-05,456.01,fortepiano
Hn-flatt_stopped-F3-mf,01_Horn,Brass,-0.45700797,14.406626,53.0,mf,0.0008,272.86,flatterzunge-stopped
Hn-stacc-A2-mf,01_Horn,Brass,3.3919756,13.872557,45.0,mf,0.00031,507.26,staccato
Hn-slap-F5-mf,01_Horn,Brass,-2.9198723,6.7703233,77.0,mf,0.0,697.21,slap-pitched
Hn-lasting_half_sec-C#4-mf,01_Horn,Brass,-0.63829464,12.083554,61.0,mf,0.0,440.54,note-lasting
Hn-cresc-D#3-ppff,01_Horn,Brass,0.18155463,8.918019,51.0,mf,0.0038,775.27,crescendo
Hn-decr-B2-ffpp,01_Horn,Brass,2.8321505,5.3776865,47.0,mf,0.02394,810.39,decrescendo
Hn-open_to_stopped-D#3-f,01_Horn,Brass,6.6211753,7.1152253,51.0,f,0.0,350.41,open-to-stopped
Hn-ord_to_flatt-D2-f,01_Horn,Brass,6.4369144,7.709281,38.0,f,3e-05,369.96,ordinario-to-flatterzunge
Hn-slap-D#4-mf,01_Horn,Brass,-3.51938,11.156244,63.0,mf,5e-05,372.84,slap-pitched
Hn-stopped_to_open-D#4-f,01_Horn,Brass,6.213692,6.6186404,63.0,f,0.0,390.03,stopped-to-open
Hn-flatt_stopped-C3-mf,01_Horn,Brass,-0.03971944,15.461026,48.0,mf,0.00096,247.07,flatterzunge-stopped
Hn-open_to_stopped-G1-f,01_Horn,Brass,6.4823365,7.793693,31.0,f,9e-05,324.62,open-to-stopped
Hn-lasting_one_sec-F#2-mf,01_Horn,Brass,2.5550072,14.303548,42.0,mf,2e-05,397.1,note-lasting
Hn-brassy_to_ord-B2-f,01_Horn,Brass,2.999043,5.511232,47.0,f,0.02156,816.02,brassy-to-ordinario
Hn-sfz-A#4-f,01_Horn,Brass,4.928221,5.585448,70.0,f,0.00042,1245.41,sforzando
Hn-ord-F3-pp,01_Horn,Brass,12.80503,8.510421,53.0,pp,1e-05,307.79,ordinario
Hn-ord-A3-ff,01_Horn,Brass,-7.656146,-0.5478648,57.0,ff,3e-05,556.41,ordinario
Hn-stopped_to_open-A#4-f,01_Horn,Brass,5.9981494,6.3310533,70.0,f,0.0,471.09,stopped-to-open
Hn-brassy_to_ord-G#4-f,01_Horn,Brass,6.1071773,6.0097814,68.0,f,0.00011,565.61,brassy-to-ordinario
Hn-ord-A#2-pp,01_Horn,Brass,12.812389,9.2791,46.0,pp,1e-05,296.46,ordinario
Hn-brassy-C#2-ff,01_Horn,Brass,-7.5470104,1.6755004,37.0,ff,0.00119,579.5,brassy
Hn-ord-G4-ff,01_Horn,Brass,-7.1852026,-1.5729269,67.0,ff,0.0,447.12,ordinario
Hn-decr-E4-ffpp,01_Horn,Brass,-0.645889,7.1241727,64.0,mf,0.00176,951.6,decrescendo
Hn-flatt_stopped-C#5-mf,01_Horn,Brass,-3.0349476,8.40653,73.0,mf,0.00028,559.1,flatterzunge-stopped
Hn-decr-G2-ffpp,01_Horn,Brass,0.67190063,9.332166,43.0,mf,0.00619,776.09,decrescendo
Hn-flatt-F#4-mf,01_Horn,Brass,-3.4740927,10.145778,66.0,mf,1e-05,429.6,flatterzunge
Hn-sfz-G2-f,01_Horn,Brass,6.062872,7.375356,43.0,f,0.00338,709.69,sforzando
Hn-flatt-A#4-mf,01_Horn,Brass,-4.5604796,8.409782,70.0,mf,1e-05,487.65,flatterzunge
Hn-flatt-C3-ff,01_Horn,Brass,-8.2338085,0.056038592,48.0,ff,0.00026,539.29,flatterzunge
Hn-lasting_one_sec-E2-mf,01_Horn,Brass,2.7647164,14.50584,40.0,mf,3e-05,399.7,note-lasting
Hn-lasting_half_sec-C3-mf,01_Horn,Brass,1.8118641,13.171867,48.0,mf,5e-05,480.82,note-lasting
Hn-cresc-C2-ppff,01_Horn,Brass,0.31382158,19.40617,36.0,mf,0.00013,517.96,crescendo
Hn-cresc-A#4-ppff,01_Horn,Brass,-2.8831904,8.13401,70.0,mf,0.0003,625.01,crescendo
Hn-lasting_half_sec-B1-mf,01_Horn,Brass,2.0922143,15.2201605,35.0,mf,2e-05,394.29,note-lasting
Hn-trill_maj2nd-A4-mf,01_Horn,Brass,2.2019591,9.728873,69.0,mf,1e-05,489.79,trill-major-second-up
Hn-sfz-B2-f,01_Horn,Brass,6.1051855,7.3258357,47.0,f,0.00083,631.01,sforzando
Hn-ord-G1-mf,01_Horn,Brass,1.5933872,18.395267,31.0,mf,0.0001,251.85,ordinario
Hn-stopped_to_open-D4-f,01_Horn,Brass,6.247377,6.6173253,62.0,f,0.0,357.97,stopped-to-open
Hn-flatt-F2-ff,01_Horn,Brass,-7.6582527,0.64092124,41.0,ff,0.00538,647.64,flatterzunge
Hn-cresc_to_decr-C#4-ppmfpp,01_Horn,Brass,-2.5461962,12.713868,61.0,mf,0.0,395.88,crescendo-to-decrescendo
Hn-ord_to_brassy-F3-f,01_Horn,Brass,3.50263,6.059981,53.0,f,0.00379,930.94,ordinario-to-brassy
Hn-stopped_to_open-A#3-f,01_Horn,Brass,6.483265,6.4965367,58.0,f,0.0,404.3,stopped-to-open
Hn-ord-G2-mf,01_Horn,Brass,0.91741955,16.327942,43.0,mf,1e-05,384.77,ordinario
Hn-trill_min2nd-G3-mf,01_Horn,Brass,-3.375435,16.190565,55.0,mf,2e-05,307.18,trill-minor-second-up
Hn-fortepiano-D5-fp,01_Horn,Brass,-4.434378,7.0928917,74.0,mf,3e-05,628.95,fortepiano
Hn-brassy_to_ord-G3-f,01_Horn,Brass,5.7741723,6.8442345,55.0,f,0.00189,793.03,brassy-to-ordinario
Hn-lasting_one_sec-G3-mf,01_Horn,Brass,0.5875386,12.1311655,55.0,mf,0.0,494.09,note-lasting
Hn-decr-G3-ffpp,01_Horn,Brass,0.6805079,5.682931,55.0,mf,0.00505,1005.0,decrescendo
Hn-slap-D5-mf,01_Horn,Brass,-3.9661403,7.784162,74.0,mf,3e-05,592.15,slap-pitched
Hn-lasting_half_sec-C#2-mf,01_Horn,Brass,2.0443313,15.207852,37.0,mf,1e-05,389.4,note-lasting
Hn-stopped-D#5-mf,01_Horn,Brass,-1.816982,6.418551,75.0,mf,6e-05,628.78,stopped
Hn-brassy-G#4-ff,01_Horn,Brass,-5.6618037,-0.8031645,68.0,ff,0.00107,1110.56,brassy
Hn-brassy-F#2-ff,01_Horn,Brass,-7.557467,0.62887263,42.0,ff,0.01288,778.22,brassy
Hn-ord_to_flatt-C#2-f,01_Horn,Brass,6.4292226,7.7097945,37.0,f,4e-05,368.29,ordinario-to-flatterzunge
Hn-cresc_to_decr-B4-ppmfpp,01_Horn,Brass,-3.375623,8.871396,71.0,mf,0.0,499.62,crescendo-to-decrescendo
Hn-brassy_to_ord-C#4-f,01_Horn,Brass,5.076949,5.979709,61.0,f,0.00589,995.51,brassy-to-ordinario
Hn-sfz-G#2-f,01_Horn,Brass,6.077945,7.3760114,44.0,f,0.00124,649.92,sforzando
Hn-flatt-D5-pp,01_Horn,Brass,12.7628765,6.1606593,74.0,pp,1e-05,588.26,flatterzunge
Hn-stacc-E4-mf,01_Horn,Brass,-2.930675,10.497282,64.0,mf,1e-05,463.76,staccato
Hn-open_to_stopped-E2-f,01_Horn,Brass,6.5258794,7.6641564,40.0,f,1e-05,351.17,open-to-stopped
Hn-flatt_to_ord-F4-f,01_Horn,Brass,6.085029,6.49687,65.0,f,2e-05,427.66,flatterzunge-to-ordinario
Hn-brassy-A2-ff,01_Horn,Brass,3.0324347,5.439554,45.0,ff,0.03267,936.74,brassy
Hn-flatt-G#3-ff,01_Horn,Brass,-7.9401,-0.6808048,56.0,ff,0.00047,499.52,flatterzunge
Hn-flatt-F4-ff,01_Horn,Brass,-6.6564155,-0.52333146,65.0,ff,0.00055,503.37,flatterzunge
Hn-trill_min2nd-C#3-mf,01_Horn,Brass,-1.942465,16.814814,49.0,mf,1e-05,347.53,trill-minor-second-up
Hn-stopped_to_open-E3-f,01_Horn,Brass,6.639965,7.0855684,52.0,f,1e-05,308.67,stopped-to-open
Hn-ord_to_brassy-D#2-f,01_Horn,Brass,6.510356,7.747701,39.0,f,0.00038,575.05,ordinario-to-brassy
Hn-ord-G#2-mf,01_Horn,Brass,0.8805749,16.319176,44.0,mf,0.0,360.9,ordinario
Hn-lasting_one_sec-C#2-mf,01_Horn,Brass,2.4573443,14.844602,37.0,mf,1e-05,411.13,note-lasting
Hn-brassy_to_ord-C5-f,01_Horn,Brass,5.938434,5.775649,72.0,f,5e-05,642.28,brassy-to-ordinario
Hn-brassy_to_ord-D3-f,01_Horn,Brass,2.9465992,5.575755,50.0,f,0.01507,1028.14,brassy-to-ordinario
Hn-fortepiano-E4-fp,01_Horn,Brass,-4.3166523,10.50223,64.0,mf,3e-05,463.28,fortepiano
Hn-flatt_stopped-F#3-mf,01_Horn,Brass,-1.5580034,15.57643,54.0,mf,0.00109,268.83,flatterzunge-stopped
Hn-cresc-D#2-ppff,01_Horn,Brass,0.24979104,19.404036,39.0,mf,0.00011,509.73,crescendo
Hn-cresc_to_decr-G3-ppmfpp,01_Horn,Brass,-0.28883296,13.0987,55.0,mf,0.0,428.87,crescendo-to-decrescendo
Hn-ord_to_flatt-A#4-f,01_Horn,Brass,6.0873075,5.9663196,70.0,f,3e-05,472.62,ordinario-to-flatterzunge
Hn-flatt_stopped-C#3-mf,01_Horn,Brass,2.7982123,15.731278,49.0,mf,0.00109,233.05,flatterzunge-stopped
Hn-sfz-D#4-f,01_Horn,Brass,6.2940164,6.198959,63.0,f,3e-05,527.25,sforzando
Hn-open_to_stopped-D4-f,01_Horn,Brass,6.4872017,6.5297465,62.0,f,0.0,336.86,open-to-stopped
Hn-lasting_one_sec-F#4-mf,01_Horn,Brass,-2.2038965,10.543521,66.0,mf,0.0,452.33,note-lasting
Hn-flatt-C#4-pp,01_Horn,Brass,12.6939335,7.4237638,61.0,pp,1e-05,371.11,flatterzunge
Hn-flatt-C#5-ff,01_Horn,Brass,-5.4171968,-2.337237,73.0,ff,4e-05,560.29,flatterzunge
Hn-fortepiano-F4-fp,01_Horn,Brass,-4.385832,10.44953,65.0,mf,2e-05,464.4,fortepiano
Hn-fortepiano-C#5-fp,01_Horn,Brass,-4.4043407,7.4296656,73.0,mf,3e-05,583.55,fortepiano
Hn-lasting_one_sec-C4-mf,01_Horn,Brass,-0.39717552,11.987869,60.0,mf,0.0,367.18,note-lasting
Hn-decr-G4-ffpp,01_Horn,Brass,-0.9253848,6.919191,67.0,mf,0.00048,829.06,decrescendo
Hn-brassy_to_ord-E3-f,01_Horn,Brass,5.7855253,6.876109,52.0,f,0.0043,741.7,brassy-to-ordinario
Hn-flatt-F2-pp,01_Horn,Brass,13.23849,10.309285,41.0,pp,5e-05,321.06,flatterzunge
Hn-brassy_to_ord-E4-f,01_Horn,Brass,5.860693,6.4384847,64.0,f,0.00027,682.48,brassy-to-ordinario
Hn-trill_maj2nd-F4-mf,01_Horn,Brass,-6.8929844,10.831891,65.0,mf,2e-05,459.93,trill-major-second-up
Hn-brassy-C#4-ff,01_Horn,Brass,-2.8883219,-1.877629,61.0,ff,0.00375,1168.5,brassy
Hn-flatt_stopped-C#2-mf,01_Horn,Brass,0.09419041,18.505611,37.0,mf,0.00061,84.52,flatterzunge-stopped
Hn-lasting_one_sec-D5-mf,01_Horn,Brass,-1.7176145,6.4020686,74.0,mf,0.0,589.51,note-lasting
Hn-fortepiano-D3-fp,01_Horn,Brass,1.1976911,13.318875,50.0,mf,0.00147,602.36,fortepiano
Hn-open_to_stopped-C#4-f,01_Horn,Brass,6.491417,6.5306354,61.0,f,0.0,307.28,open-to-stopped
Hn-sfz-C5-f,01_Horn,Brass,5.518771,5.611843,72.0,f,0.00012,667.6,sforzando
Hn-ord-G2-pp,01_Horn,Brass,12.841669,9.420452,43.0,pp,1e-05,265.49,ordinario
Hn-decr-C#5-ffpp,01_Horn,Brass,-0.67691004,3.2536657,73.0,mf,0.00022,1217.59,decrescendo
Hn-flatt-G4-ff,01_Horn,Brass,-7.087093,-1.5972857,67.0,ff,7e-05,456.24,flatterzunge
Hn-flatt-A#3-mf,01_Horn,Brass,-2.8215976,14.462905,58.0,mf,4e-05,403.54,flatterzunge
Hn-fortepiano-G#3-fp,01_Horn,Brass,-2.1207345,13.901098,56.0,mf,0.0001,528.37,fortepiano
Hn-flatt-F4-mf,01_Horn,Brass,-3.528088,10.576493,65.0,mf,1e-05,437.37,flatterzunge
Hn-stopped-B3-mf,01_Horn,Brass,-2.8816166,14.136159,59.0,mf,0.0001,280.67,stopped
Hn-trill_maj2nd-E4-mf,01_Horn,Brass,-6.892713,10.838269,64.0,mf,3e-05,433.46,trill-major-second-up
Hn-stacc-G#2-mf,01_Horn,Brass,2.3685803,13.735013,44.0,mf,9e-05,515.26,staccato
Hn-stopped-A#4-mf,01_Horn,Brass,-2.8512888,9.481288,70.0,mf,4e-05,466.53,stopped
Hn-flatt-B2-pp,01_Horn,Brass,13.580518,9.387193,47.0,pp,5e-05,306.72,flatterzunge
Hn-stopped_to_open-G3-f,01_Horn,Brass,6.6382885,7.011396,55.0,f,0.0,334.06,stopped-to-open
Hn-flatt_stopped-D5-mf,01_Horn,Brass,-1.764003,6.3857293,74.0,mf,0.00029,594.86,flatterzunge-stopped
Hn-brassy-A#4-ff,01_Horn,Brass,-5.778762,-0.7507505,70.0,ff,0.00055,998.72,brassy
Hn-lasting_half_sec-G4-mf,01_Horn,Brass,-3.202367,9.847213,67.0,mf,0.0,474.66,note-lasting
Hn-ord_to_brassy-B3-f,01_Horn,Brass,5.834187,6.107437,59.0,f,0.00029,706.12,ordinario-to-brassy
Hn-ord_to_brassy-D#3-f,01_Horn,Brass,3.0937598,5.668279,51.0,f,0.01224,975.91,ordinario-to-brassy
Hn-sfz-B4-f,01_Horn,Brass,5.340793,5.7062674,71.0,f,0.0003,898.74,sforzando
Hn-trill_maj2nd-G#4-mf,01_Horn,Brass,-1.2815075,10.790409,68.0,mf,1e-05,464.76,trill-major-second-up
Hn-flatt-G3-pp,01_Horn,Brass,12.784091,8.297127,55.0,pp,4e-05,356.68,flatterzunge
Hn-lasting_one_sec-D#3-mf,01_Horn,Brass,0.9121859,13.031885,51.0,mf,0.00014,549.62,note-lasting
Hn-trill_min2nd-C#2-mf,01_Horn,Brass,0.5517362,18.91801,37.0,mf,7e-05,345.62,trill-minor-second-up
Hn-stacc-D2-mf,01_Horn,Brass,1.6221323,15.070374,38.0,mf,5e-05,485.27,staccato
Hn-ord-E5-pp,01_Horn,Brass,12.789419,5.9288774,76.0,pp,0.0,663.53,ordinario
Hn-fortepiano-A1-fp,01_Horn,Brass,0.40006196,19.200933,33.0,mf,0.00017,377.86,fortepiano
Hn-flatt-E3-mf,01_Horn,Brass,-2.005967,15.4177065,52.0,mf,0.00021,407.97,flatterzunge
Hn-slap-E3-mf,01_Horn,Brass,0.42504013,13.206973,52.0,mf,6e-05,455.18,slap-pitched
Hn-stopped-D#2-mf,01_Horn,Brass,2.9896157,16.58152,39.0,mf,9e-05,129.1,stopped
Hn-ord-B4-mf,01_Horn,Brass,-3.365377,8.852403,71.0,mf,0.0,511.87,ordinario
Hn-slap-F2-mf,01_Horn,Brass,1.6873298,14.961772,41.0,mf,0.00014,507.61,slap-pitched
Hn-ord-A#2-mf,01_Horn,Brass,0.8567334,16.05918,46.0,mf,2e-05,378.51,ordinario
Hn-flatt_stopped-D#5-mf,01_Horn,Brass,-1.8535887,6.4710045,75.0,mf,0.00013,628.26,flatterzunge-stopped
Hn-slap-A#4-mf,01_Horn,Brass,-3.468098,9.082756,70.0,mf,1e-05,475.32,slap-pitched
Hn-flatt-G#4-pp,01_Horn,Brass,12.765337,6.7523685,68.0,pp,0.0,436.49,flatterzunge
Hn-flatt-G#3-mf,01_Horn,Brass,-2.7576666,14.542904,56.0,mf,4e-05,422.96,flatterzunge
Hn-ord-E2-ff,01_Horn,Brass,-7.8922496,0.61744165,40.0,ff,0.0003,574.09,ordinario
Hn-flatt-B4-pp,01_Horn,Brass,13.116833,6.3215475,71.0,pp,0.0,504.73,flatterzunge
Hn-flatt_stopped-A#3-mf,01_Horn,Brass,-2.9025314,14.5848055,58.0,mf,0.00104,308.56,flatterzunge-stopped
Hn-flatt-G#2-pp,01_Horn,Brass,13.516439,9.59519,44.0,pp,4e-05,340.79,flatterzunge
Hn-stopped-F3-mf,01_Horn,Brass,-1.9856671,15.889515,53.0,mf,7e-05,218.99,stopped
Hn-flatt_stopped-E5-mf,01_Horn,Brass,-1.8701977,6.4750657,76.0,mf,0.00012,661.58,flatterzunge-stopped
Hn-cresc-D4-ppff,01_Horn,Brass,-0.8601384,7.960791,62.0,mf,0.00103,814.32,crescendo
Hn-ord-A3-pp,01_Horn,Brass,12.798748,8.171219,57.0,pp,1e-05,277.33,ordinario
Hn-brassy_to_ord-C#5-f,01_Horn,Brass,5.957308,5.7628784,73.0,f,3e-05,630.95,brassy-to-ordinario
Hn-flatt-A#2-pp,01_Horn,Brass,12.879813,9.290506,46.0,pp,8e-05,362.85,flatterzunge
Hn-cresc-G#3-ppff,01_Horn,Brass,-1.067578,8.488878,56.0,mf,0.00123,711.11,crescendo
Hn-open_to_stopped-C3-f,01_Horn,Brass,6.6140423,7.188449,48.0,f,1e-05,330.98,open-to-stopped
Hn-brassy-D5-ff,01_Horn,Brass,-2.6348834,-2.4214864,74.0,ff,0.00164,1495.32,brassy
Hn-brassy_to_ord-F3-f,01_Horn,Brass,5.811324,6.8774734,53.0,f,0.00455,737.59,brassy-to-ordinario
Hn-trill_min2nd-C#4-mf,01_Horn,Brass,-3.892542,13.208346,61.0,mf,1e-05,315.83,trill-minor-second-up
Hn-brassy_to_ord-A#3-f,01_Horn,Brass,5.8271246,6.688415,58.0,f,0.00107,739.06,brassy-to-ordinario
Hn-ord-A2-pp,01_Horn,Brass,12.809264,9.331525,45.0,pp,1e-05,316.78,ordinario
Hn-lasting_one_sec-A#3-mf,01_Horn,Brass,-0.15203728,12.133836,58.0,mf,0.0,490.08,note-lasting
Hn-stopped-D3-mf,01_Horn,Brass,-0.7073157,15.914129,50.0,mf,0.0001,223.79,stopped
Hn-flatt-E5-ff,01_Horn,Brass,-5.170983,-2.3871603,76.0,ff,4e-05,669.91,flatterzunge
Hn-ord_to_brassy-C2-f,01_Horn,Brass,6.4935226,7.775884,36.0,f,0.00304,563.34,ordinario-to-brassy
Hn-flatt_to_ord-E2-f,01_Horn,Brass,6.3860836,7.6658573,40.0,f,3e-05,436.52,flatterzunge-to-ordinario
Hn-fortepiano-B1-fp,01_Horn,Brass,0.317538,19.40333,35.0,mf,3e-05,475.78,fortepiano
Hn-fortepiano-A3-fp,01_Horn,Brass,-2.1267207,13.857984,57.0,mf,6e-05,525.43,fortepiano
Hn-flatt-F#3-ff,01_Horn,Brass,-7.640927,0.096497566,54.0,ff,0.01308,577.27,flatterzunge
Hn-flatt_stopped-B2-mf,01_Horn,Brass,-0.0011842943,15.4328575,47.0,mf,0.00087,249.72,flatterzunge-stopped
Hn-ord_to_brassy-C3-f,01_Horn,Brass,3.081026,5.6319427,48.0,f,0.01269,815.45,ordinario-to-brassy
Hn-fortepiano-C5-fp,01_Horn,Brass,-4.2854204,8.052747,72.0,mf,2e-05,538.64,fortepiano
Hn-sfz-G3-f,01_Horn,Brass,6.4786716,6.4857464,55.0,f,1e-05,508.69,sforzando
Hn-flatt-D#4-mf,01_Horn,Brass,-3.5755882,10.978255,63.0,mf,1e-05,411.51,flatterzunge
Hn-lasting_half_sec-G#3-mf,01_Horn,Brass,-0.4876937,12.662978,56.0,mf,0.0,377.89,note-lasting
